Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.77451491355896	0	14.955224	7.7487273	63.0	9.0	14.955223880597014	7.7487270708506815	1002	1002
1.04361891746521	1	25.948717	14.72648	73.0	12.0	25.94871794871795	14.726478364599295	1012	2014
1.2490150928497314	2	43.458332	25.687187	111.0	11.0	43.458333333333336	25.687187413615803	1043	3057
1.461686134338379	3	56.05263	27.005795	105.0	19.0	56.05263157894737	27.005796033270006	1065	4122
1.6778740882873535	4	51.04762	19.664995	100.0	21.0	51.04761904761905	19.664994740416017	1072	5194
1.881662130355835	5	83.5	22.369995	131.0	57.0	83.5	22.369994784681257	1002	6196
2.0936810970306396	6	58.055557	19.500633	100.0	21.0	58.05555555555556	19.500633101466853	1045	7241
2.295412063598633	7	67.333336	22.582195	101.0	14.0	67.33333333333333	22.58219554329374	1010	8251
2.517664909362793	8	79.42857	28.888243	142.0	43.0	79.42857142857143	28.888243495319994	1112	9363
2.7437760829925537	9	87.30769	32.376118	163.0	47.0	87.3076923076923	32.376118015467505	1135	10498
2.949136972427368	10	77.69231	29.517622	132.0	41.0	77.6923076923077	29.517620853117588	1010	11508
3.158535957336426	11	69.4	26.224165	129.0	25.0	69.4	26.22416188682999	1041	12549
3.360311985015869	12	84.083336	41.76214	200.0	38.0	84.08333333333333	41.76214061669838	1009	13558
3.575024127960205	13	108.5	48.26023	200.0	61.0	108.5	48.26023207569562	1085	14643
3.770630121231079	14	111.44444	33.297016	188.0	65.0	111.44444444444444	33.29701725417296	1003	15646
3.973712921142578	15	147.85715	22.686867	200.0	131.0	147.85714285714286	22.68686574983465	1035	16681
4.17745304107666	16	128.625	32.54204	200.0	87.0	128.625	32.542040117362035	1029	17710
4.393479108810425	17	122.111115	36.770897	178.0	44.0	122.11111111111111	36.770895629996545	1099	18809
4.624428987503052	18	146.0	33.815678	200.0	98.0	146.0	33.81567683782183	1168	19977
4.834903001785278	19	133.875	25.46781	181.0	91.0	133.875	25.4678105654962	1071	21048
5.0712950229644775	20	170.57143	31.41818	200.0	119.0	170.57142857142858	31.41818010032291	1194	22242
5.288583993911743	21	154.42857	34.379635	200.0	105.0	154.42857142857142	34.379633268455166	1081	23323
5.520599126815796	22	145.625	39.783596	200.0	96.0	145.625	39.78359429463356	1165	24488
5.7266669273376465	23	112.666664	33.031967	200.0	87.0	112.66666666666667	33.03197104489998	1014	25502
5.9351279735565186	24	115.22222	22.249983	164.0	87.0	115.22222222222223	22.24998266055643	1037	26539
6.1460349559783936	25	94.818184	14.414754	112.0	69.0	94.81818181818181	14.414753690817687	1043	27582
6.375520944595337	26	101.09091	26.165398	157.0	67.0	101.0909090909091	26.165398891925072	1112	28694
6.588239908218384	27	88.166664	17.223207	120.0	58.0	88.16666666666667	17.223207857100515	1058	29752
6.800971984863281	28	95.818184	25.629593	148.0	68.0	95.81818181818181	25.629592916350646	1054	30806
7.006071090698242	29	103.8	19.994	139.0	78.0	103.8	19.993999099729898	1038	31844
7.221841096878052	30	109.8	22.968674	148.0	71.0	109.8	22.968674319603213	1098	32942
7.435586929321289	31	99.545456	30.56547	188.0	73.0	99.54545454545455	30.56546963297468	1095	34037
7.643388986587524	32	116.333336	31.874758	200.0	85.0	116.33333333333333	31.874754901018456	1047	35084
7.855823040008545	33	121.44444	20.79055	161.0	96.0	121.44444444444444	20.79054865991388	1093	36177
8.057300090789795	34	127.375	19.09802	163.0	98.0	127.375	19.098020185349057	1019	37196
8.26381802558899	35	150.71428	32.696503	200.0	117.0	150.71428571428572	32.6965017163885	1055	38251
8.459439992904663	36	169.16667	36.397877	200.0	100.0	169.16666666666666	36.39787844855185	1015	39266
8.65574312210083	37	169.83333	22.835766	200.0	148.0	169.83333333333334	22.83576629373804	1019	40285
8.86916995048523	38	185.5	17.192537	200.0	155.0	185.5	17.192537140670463	1113	41398
9.089446067810059	39	191.83333	10.68358	200.0	170.0	191.83333333333334	10.683580340358231	1151	42549
9.326172113418579	40	200.0	0.0	200.0	200.0	200.0	0.0	1200	43749
9.562520027160645	41	199.16667	1.8633897	200.0	195.0	199.16666666666666	1.863389981249825	1195	44944
9.795818090438843	42	199.33333	1.490712	200.0	196.0	199.33333333333334	1.49071198499986	1196	46140
10.021063089370728	43	193.16667	8.952032	200.0	175.0	193.16666666666666	8.952032667997189	1159	47299
10.249264001846313	44	192.33333	13.274872	200.0	163.0	192.33333333333334	13.27487183449325	1154	48453
10.459819078445435	45	179.66667	16.438437	200.0	158.0	179.66666666666666	16.438437341250605	1078	49531
10.661197900772095	46	150.85715	22.446308	195.0	130.0	150.85714285714286	22.44630781874555	1056	50587
10.866935014724731	47	117.333336	15.077577	151.0	96.0	117.33333333333333	15.077577170531523	1056	51643
11.063224077224731	48	111.77778	13.146844	130.0	80.0	111.77777777777777	13.14684396244359	1006	52649
11.271914005279541	49	94.63636	16.32774	117.0	69.0	94.63636363636364	16.32773840194392	1041	53690
11.480936050415039	50	78.38461	6.9563303	90.0	66.0	78.38461538461539	6.956330393560868	1019	54709
11.70077395439148	51	87.916664	14.918994	120.0	59.0	87.91666666666667	14.918994231813647	1055	55764
