Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.7732861042022705	0	20.836735	10.180708	51.0	9.0	20.836734693877553	10.180707923694298	1021	1021
1.0499260425567627	1	26.125	14.498599	77.0	11.0	26.125	14.498599070255029	1045	2066
1.2486660480499268	2	34.931034	19.55352	87.0	10.0	34.93103448275862	19.553518132132606	1013	3079
1.4482882022857666	3	43.652172	16.244352	74.0	15.0	43.65217391304348	16.244353388584987	1004	4083
1.6576271057128906	4	47.045456	19.398869	93.0	20.0	47.04545454545455	19.398868928431867	1035	5118
1.8685741424560547	5	57.77778	22.726772	122.0	24.0	57.77777777777778	22.726772160593026	1040	6158
2.072052001953125	6	62.75	44.61432	200.0	22.0	62.75	44.61431945014964	1004	7162
2.280435085296631	7	54.789474	17.665247	108.0	37.0	54.78947368421053	17.665246724239516	1041	8203
2.4963572025299072	8	67.375	29.976814	139.0	26.0	67.375	29.976813956790004	1078	9281
2.7097511291503906	9	60.0	34.96506	192.0	23.0	60.0	34.965061926951535	1080	10361
2.9147331714630127	10	66.8	16.801588	100.0	49.0	66.8	16.801587226608483	1002	11363
3.127089023590088	11	75.64286	21.389608	123.0	42.0	75.64285714285714	21.389607432640016	1059	12422
3.3324551582336426	12	102.2	24.534874	147.0	69.0	102.2	24.534873140083686	1022	13444
3.546603202819824	13	120.22222	40.3754	191.0	60.0	120.22222222222223	40.375398939281986	1082	14526
3.7599921226501465	14	120.666664	29.24608	173.0	87.0	120.66666666666667	29.246082358725133	1086	15612
3.9649131298065186	15	115.77778	34.35041	200.0	87.0	115.77777777777777	34.35040927389295	1042	16654
4.167964220046997	16	146.28572	30.574099	189.0	107.0	146.28571428571428	30.574098681794066	1024	17678
4.3913421630859375	17	142.0	24.269321	174.0	100.0	142.0	24.269322199023193	1136	18814
4.599034070968628	18	150.57143	20.831688	183.0	131.0	150.57142857142858	20.83168700978078	1054	19868
4.805771112442017	19	174.0	27.258026	200.0	137.0	174.0	27.258026340878022	1044	20912
5.018392086029053	20	179.16667	13.271733	200.0	164.0	179.16666666666666	13.27173270107897	1075	21987
5.235104084014893	21	180.83333	23.497637	200.0	139.0	180.83333333333334	23.497635814883353	1085	23072
5.44688606262207	22	149.28572	12.836492	173.0	135.0	149.28571428571428	12.83649135099158	1045	24117
5.670630216598511	23	137.625	28.314915	188.0	105.0	137.625	28.314914356218704	1101	25218
5.883770227432251	24	151.42857	40.298374	200.0	94.0	151.42857142857142	40.29837693596939	1060	26278
6.094164133071899	25	104.8	16.575886	138.0	81.0	104.8	16.575886099994776	1048	27326
6.305589199066162	26	126.0	22.577644	172.0	96.0	126.0	22.577643809751272	1008	28334
6.525184154510498	27	121.77778	15.963694	144.0	91.0	121.77777777777777	15.963693375057025	1096	29430
6.75216817855835	28	124.77778	32.30335	197.0	86.0	124.77777777777777	32.303346155460524	1123	30553
6.961684226989746	29	130.25	19.142557	165.0	109.0	130.25	19.142557300423576	1042	31595
7.19907021522522	30	170.28572	24.099285	200.0	143.0	170.28571428571428	24.099284433444943	1192	32787
7.396458148956299	31	167.66667	28.825144	200.0	127.0	167.66666666666666	28.82514334550461	1006	33793
