Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
7.615169048309326	32	183.66667	15.90248	200.0	152.0	183.66666666666666	15.90248058916875	1102	34895
7.835936069488525	33	190.16667	12.280292	200.0	172.0	190.16666666666666	12.280291346525763	1141	36036
8.041658163070679	34	172.16667	28.690397	200.0	133.0	172.16666666666666	28.690397154603648	1033	37069
8.257113218307495	35	183.5	21.515497	200.0	139.0	183.5	21.51549828999242	1101	38170
8.465094089508057	36	179.33333	15.216949	200.0	162.0	179.33333333333334	15.21694961401777	1076	39246
8.669348001480103	37	177.16667	23.716497	200.0	134.0	177.16666666666666	23.71649683705885	1063	40309
8.878552198410034	38	155.57143	27.432291	199.0	117.0	155.57142857142858	27.43229141440609	1089	41398
9.089381217956543	39	137.75	19.40844	183.0	113.0	137.75	19.40843888621648	1102	42500
9.293423175811768	40	130.25	27.738737	190.0	97.0	130.25	27.738736452837934	1042	43542
9.492085218429565	41	126.625	13.665079	151.0	98.0	126.625	13.665078667903819	1013	44555
9.71494722366333	42	142.375	29.141626	184.0	98.0	142.375	29.141626155724392	1139	45694
9.915180206298828	43	146.71428	16.385658	171.0	124.0	146.71428571428572	16.385658238788192	1027	46721
10.136237144470215	44	186.0	23.15887	200.0	136.0	186.0	23.15887159024233	1116	47837
10.358298063278198	45	188.16667	10.714736	200.0	169.0	188.16666666666666	10.714735440296954	1129	48966
10.572915077209473	46	186.83333	17.189304	200.0	158.0	186.83333333333334	17.189305460728256	1121	50087
10.803844213485718	47	200.0	0.0	200.0	200.0	200.0	0.0	1200	51287
11.038181066513062	48	199.83333	0.37267798	200.0	199.0	199.83333333333334	0.3726779962499649	1199	52486
11.277274131774902	49	200.0	0.0	200.0	200.0	200.0	0.0	1200	53686
11.52249002456665	50	200.0	0.0	200.0	200.0	200.0	0.0	1200	54886
11.7709801197052	51	200.0	0.0	200.0	200.0	200.0	0.0	1200	56086
12.019705057144165	52	200.0	0.0	200.0	200.0	200.0	0.0	1200	57286
12.268611192703247	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	58486
12.522367000579834	54	200.0	0.0	200.0	200.0	200.0	0.0	1200	59686
12.778834104537964	55	200.0	0.0	200.0	200.0	200.0	0.0	1200	60886
13.033326148986816	56	200.0	0.0	200.0	200.0	200.0	0.0	1200	62086
13.294013023376465	57	200.0	0.0	200.0	200.0	200.0	0.0	1200	63286
13.549817085266113	58	200.0	0.0	200.0	200.0	200.0	0.0	1200	64486
13.805247068405151	59	200.0	0.0	200.0	200.0	200.0	0.0	1200	65686
14.061475038528442	60	200.0	0.0	200.0	200.0	200.0	0.0	1200	66886
14.315553188323975	61	200.0	0.0	200.0	200.0	200.0	0.0	1200	68086
14.561472177505493	62	200.0	0.0	200.0	200.0	200.0	0.0	1200	69286
14.811172008514404	63	200.0	0.0	200.0	200.0	200.0	0.0	1200	70486
15.056331157684326	64	200.0	0.0	200.0	200.0	200.0	0.0	1200	71686
15.299679040908813	65	196.5	5.59017	200.0	185.0	196.5	5.5901699437494745	1179	72865
15.524781227111816	66	183.0	8.6602545	193.0	171.0	183.0	8.660254037844387	1098	73963
15.738656044006348	67	173.16667	7.151146	180.0	159.0	173.16666666666666	7.151145984308311	1039	75002
15.975085020065308	68	164.42857	10.952588	182.0	148.0	164.42857142857142	10.95258798976157	1151	76153
16.18922710418701	69	151.14285	12.620035	176.0	137.0	151.14285714285714	12.620035900204444	1058	77211
16.397770166397095	70	148.0	11.489125	169.0	134.0	148.0	11.489125293076057	1036	78247
16.630697011947632	71	141.5	11.884864	163.0	124.0	141.5	11.884864324004713	1132	79379
16.859117031097412	72	142.75	11.648498	162.0	126.0	142.75	11.648497757221744	1142	80521
17.07331919670105	73	133.125	4.5672064	141.0	128.0	133.125	4.567206476611277	1065	81586
17.276259183883667	74	125.125	7.490619	136.0	112.0	125.125	7.490619133289317	1001	82587
17.47958517074585	75	125.125	5.599944	132.0	116.0	125.125	5.599944196150529	1001	83588
17.69529104232788	76	119.44444	10.133675	143.0	107.0	119.44444444444444	10.13367445819587	1075	84663
17.907320022583008	77	105.3	27.477448	128.0	26.0	105.3	27.477445296096942	1053	85716
18.11761212348938	78	113.333336	8.819171	123.0	98.0	113.33333333333333	8.819171036881968	1020	86736
18.34172010421753	79	108.3	10.247438	129.0	95.0	108.3	10.24743870437877	1083	87819
18.558749198913574	80	105.3	8.271034	120.0	95.0	105.3	8.271033792700885	1053	88872
18.783980131149292	81	99.63636	5.1746364	110.0	91.0	99.63636363636364	5.174636171184621	1096	89968
18.993375062942505	82	100.6	10.584894	114.0	86.0	100.6	10.584894897919394	1006	90974
19.209578037261963	83	94.545456	9.819864	109.0	78.0	94.54545454545455	9.819865175556929	1040	92014
19.424243211746216	84	86.083336	10.144443	99.0	64.0	86.08333333333333	10.144442923207869	1033	93047
19.63251519203186	85	83.833336	12.435389	98.0	57.0	83.83333333333333	12.435388570080505	1006	94053
19.849637031555176	86	87.666664	9.766724	104.0	73.0	87.66666666666667	9.766723549322409	1052	95105
20.065437078475952	87	79.38461	18.37866	97.0	40.0	79.38461538461539	18.378660123333095	1032	96137
20.277884006500244	88	72.07143	5.945758	81.0	62.0	72.07142857142857	5.945758220473359	1009	97146
20.488270044326782	89	71.71429	20.019377	104.0	32.0	71.71428571428571	20.019378367074278	1004	98150
20.71094512939453	90	71.666664	15.421485	92.0	38.0	71.66666666666667	15.42148573329503	1075	99225
20.9274160861969	91	79.38461	9.102312	93.0	65.0	79.38461538461539	9.102311300209259	1032	100257
21.15210223197937	92	72.13333	16.800264	96.0	49.0	72.13333333333334	16.80026454818164	1082	101339
21.371836185455322	93	76.07143	14.757393	102.0	45.0	76.07142857142857	14.757391783269085	1065	102404
21.582715034484863	94	73.0	13.4695425	95.0	44.0	73.0	13.469542361512191	1022	103426
21.805102109909058	95	75.64286	9.004818	90.0	58.0	75.64285714285714	9.004817304858413	1059	104485
22.015438079833984	96	77.30769	12.596609	92.0	44.0	77.3076923076923	12.596608917205366	1005	105490
22.218183040618896	97	77.07692	14.451305	103.0	47.0	77.07692307692308	14.451305708702952	1002	106492
22.416752099990845	98	77.15385	16.341764	102.0	50.0	77.15384615384616	16.341764116455415	1003	107495
22.62567400932312	99	72.4	13.134179	91.0	43.0	72.4	13.134179329774156	1086	108581
